qd6_libre_amarillo_chillon
Integration time [ms]:  500,00
Averaging Nr. [scans]: 1
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1412150E1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
 455,22;  905,000;  650,000;    0,000
 455,51; 1061,000;  664,000;    0,000
 455,79; 1760,000; 1497,000;    0,000
 456,08; 1757,000; 1360,000;    0,000
 456,36; 1952,000; 1266,000;    0,000
 456,65; 1530,000; 1088,000;    0,000
 456,93; 1156,000;  871,000;    0,000
 457,22; 1300,000;  715,000;    0,000
 457,50;  970,000;  671,000;    0,000
 457,79; 1240,000;  772,000;    0,000
 458,07; 1803,000; 1381,000;    0,000
 458,35; 1352,000;  832,000;    0,000
 458,64; 1318,000;  905,000;    0,000
 458,92; 2197,000; 1508,000;    0,000
 459,21; 1358,000;  919,000;    0,000
 459,49; 1335,000;  909,000;    0,000
 459,78; 1410,000;  975,000;    0,000
 460,06; 1303,000;  921,000;    0,000
 460,34; 1362,000;  777,000;    0,000
 460,63; 1223,000;  756,000;    0,000
 460,91; 1223,000;  756,000;    0,000
 461,20; 1437,000;  910,000;    0,000
 461,48; 1299,000; 1030,000;    0,000
 461,77; 1361,000;  895,000;    0,000
 462,05; 1583,000;  991,000;    0,000
 462,33; 1463,000; 1043,000;    0,000
 462,62; 1638,000; 1186,000;    0,000
 462,90; 1453,000;  886,000;    0,000
 463,19; 1622,000; 1247,000;    0,000
 463,47; 1699,000;  992,000;    0,000
 463,75; 1915,000; 1375,000;    0,000
 464,04; 1583,000; 1000,000;    0,000
 464,32; 1416,000;  832,000;    0,000
 464,61; 1629,000; 1248,000;    0,000
 464,89; 1461,000; 1101,000;    0,000
 465,17; 2045,000; 1514,000;    0,000
 465,46; 1649,000; 1159,000;    0,000
 465,74; 1342,000;  683,000;    0,000
 466,03; 1472,000;  963,000;    0,000
 466,31; 1434,000;  833,000;    0,000
 466,59; 1538,000; 1150,000;    0,000
 466,88; 1590,000;  912,000;    0,000
 467,16; 1755,000; 1179,000;    0,000
 467,44; 1592,000;  988,000;    0,000
 467,73; 1439,000;  798,000;    0,000
 468,01; 1985,000; 1138,000;    0,000
 468,30; 1881,000; 1189,000;    0,000
 468,58; 1763,000; 1308,000;    0,000
 468,86; 1296,000;  815,000;    0,000
 469,15; 1501,000; 1082,000;    0,000
 469,43; 1218,000;  674,000;    0,000
 469,71; 1666,000; 1095,000;    0,000
 470,00; 1241,000;  781,000;    0,000
 470,28; 1410,000;  800,000;    0,000
 470,56; 1812,000; 1276,000;    0,000
